NatEmis,DataYear,ProvinceCD,Province,Institution_Name,Status,Sector,Type_DoE,Phase,Specialization,OwnerLand,OwnerBuild,Ownership,ExDept,PaypointNo,ComponentNo,ExamNo,ExamCentre,GIS_Longitude,GIS_Latitude,GISSource,Magisterial_District,DMunName,LMunName,Ward_ID,EIRegion,EIDistrict,EICircuit,Addressee,Township_Village,Suburb,Town_City,StreetAddress,PostalAddress,Telephone,Facsimile,Section21,Section21_Funct,Quintile,NAS,NodalArea,RegistrationDate,NoFeeSchool,Allocation,Urban_Rural,Open_Boarding_school,ANA_School,Full_Service_School,LEARNER NUMBER,EDUCATOR TOTAL
700161786,2016,7,GP,FRANCISCAN MATRIC PROJECT,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),99,99,8161786,FRANCISCAN MATRIC PROJECT,28.22092414,-26.22842633,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700034,EKUDIBENG,EKURHULENI SOUTH,ES_5,WEBB,UNKOWN,REIGER PARK,BOKSBURG,"1 ST. ANTHONYS ROAD, , REIGER PARK,","131, BOKSBURG, 1460",0110224631,0866526079,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,12/31/1899,NO,0,URBAN,NO,NO,NO,688,29
700161810,2016,7,GP,INDIVIDUAL TEACHING COLLEGE,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),99,99,99,NOT APPLICABLE,28.160071,-26.209813,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700036,EKUDIBENG,EKURHULENI SOUTH,ES_4,PEDZISAYI,UNKOWN,GERMISTON,GERMISTON,"99 MEYER STREET, , GERMISTON,","P.O. BOX 552, GERMISTON, 1401",0118721181,0865422376,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,12/31/1899,NO,0,URBAN,NO,YES,NO,316,15
700161828,2016,7,GP,INSTITUTE STATUS ACRES SECONDARY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),99,99,8161828,INSTITUTE STATUS ACRES SECONDARY SCHOOL,28.171974,-26.213894,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700093,EKUDIBENG,EKURHULENI SOUTH,ES_4,SIKONYANA,UNKOWN,GERMISTON,GERMISTON,"1 CNR. RAINLAY STREET AND OOSTHUIZEN STREETS, , GERMISTON,","1441, GERMISTON, 1400",0118734113,0118734113,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,12/31/1899,NO,0,URBAN,NO,YES,NO,706,31
700161836,2016,7,GP,THEMBIMFUNDO PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918040,918040,99,NOT APPLICABLE,28.20469901,-26.35918673,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700046,EKUDIBENG,EKURHULENI SOUTH,ES_3,KGANYAGO,VOSLOORUS,BOKSBURG,JOHANNESBURG,"2739 MASEKO, VOSLOORUS, BOKSBURG, 1475","12093, VOSLOORUS, 1475",0826808235,0119067803,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,783,19
700161869,2016,7,GP,KHAYELIHLE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918045,918045,99,NOT APPLICABLE,28.18807646,-26.35882521,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700047,EKUDIBENG,EKURHULENI SOUTH,ES_3,TWALA,VOSLOORUS,BOKSBURG,GERMISTON,"215 PHINEAS XULU STREET, VOSLOORUS, BOKSBURG, 1475","PO BOX 12244, VOSLOORUS, 1475",0119064401,0119064437,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,989,25
700161877,2016,7,GP,KUTLOANONG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,Dinaledi (Maths and Science),PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918048,918048,99,NOT APPLICABLE,28.1899225,-26.35332008,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700044,EKUDIBENG,EKURHULENI SOUTH,ES_3,TWALA,VOSLOORUS,BOKSBURG,BOKSBURG,"2560 MOKOENA STREET, VOSLOORUS, BOKSBURG, 1475","12045, RUSLOO, 1475",0119063301,0119062000,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,713,17
700161893,2016,7,GP,LETHULWAZI COMPREHENSIVE SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918154,918154,8161893,LETHULWAZI COMPREHENSIVE SCHOOL,28.19962702,-26.34056442,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700095,EKUDIBENG,EKURHULENI SOUTH,ES_3,MAPHOSA,EASTFIELD,VOSLOORUS,BOKSBURG,"13691 IGOLOGOLO STREET, EASTFIELD, VOSLOORUS, 1475","P.O BOX 12014, RUSLOO, 1475",0110279665,0119019708,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1221,42
700161919,2016,7,GP,MTHIMKHULU PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918081,918081,99,NOT APPLICABLE,28.21020371,-26.34816643,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700095,EKUDIBENG,EKURHULENI SOUTH,ES_3,LATHA,VOSLOORUS,BOKSBURG,BOKSBURG,"108 KUBHEKA, VOSLOORUS, BOKSBURG, 1475","12048, RUSLOO, 1745",0119064003,0119064003,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,806,20
700161927,2016,7,GP,NAGENG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918083,918083,99,NOT APPLICABLE,28.18956864,-26.34757074,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700044,EKUDIBENG,EKURHULENI SOUTH,ES_3,MONOBE,VOSLOORUS,BOKSBURG,BOKSBURG,"3859 SEBATI, VOSLOORUS, BOKSBURG, 1475","Box 12017, RUSLOO, 1468",0119066891,0119063358,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1034,24
700161935,2016,7,GP,NDLELENHLE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918084,918084,99,NOT APPLICABLE,28.21030362,-26.35812936,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700046,EKUDIBENG,EKURHULENI SOUTH,ES_3,PHEEHA,VOSLOORUS,UNKNOWN,BOKSBURG,"3945 ROETS DRIVE, VOSLOORUS, , 1475","12020, RUSLOO, 1475",0118636575,0118636197,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,983,23
700161968,2016,7,GP,POLOKEGONG PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918094,918094,99,NOT APPLICABLE,28.19248947,-26.35636465,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700047,EKUDIBENG,EKURHULENI SOUTH,ES_3,RAMUHULU,BASOTHONG,VOSLOORUS,BOKSBURG,"1521 MOLOTO STREET, BASOTHONG, VOSLOORUS, 1475","P.O.BOX 12018, VOSLOORUS, 1475",0119062602,0119065033,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,946,24
700162016,2016,7,GP,RONDEBULT SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918165,918165,8162016,RONDEBULT SECONDARY SCHOOL,28.21832,-26.310599,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700039,EKUDIBENG,EKURHULENI SOUTH,ES_5,MOKOENA,RONDEBULT,RONDEBULT,GERMISTON,"761 SOUTH BOUNDARY ROAD, RONDEBULT, , 1401","12705, ELSPARK, 1418",0110392328,99,YES,ACD,1,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1105,35
700162032,2016,7,GP,SA INTERNATIONAL COLLEGE OF EDUCATION,OPEN,INDEPENDENT,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),99,99,8162032,SA INTERNATIONAL COLLEGE OF EDUCATION,28.161348,-26.211724,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700093,EKUDIBENG,EKURHULENI SOUTH,ES_4,NDLOVU,UNKOWN,GERMISTON,GERMISTON,"137 MEYER STREET, , GERMISTON,","P.O BOX 522, GERMISTON, 1401",0118739566,0865995185,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,12/31/1899,NO,0,URBAN,NO,YES,NO,186,14
700162073,2016,7,GP,THUTO-LESEDI SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918169,918169,8162073,THUTO-LESEDI SECONDARY SCHOOL,28.2060433332,-26.3654083332,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700046,EKUDIBENG,EKURHULENI SOUTH,ES_3,MADI,VOSLOORUS EXT 8,BOKSBURG,BOKSBURG,"3944 NYASHENGO, VOSLOORUS EXT 8, BOKSBURG, 1475","12124, RUSLOO, 1475",0118637816,0118638846,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1829,72
700162099,2016,7,GP,VOSLOORUS COMPREHENSIVE SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918173,918173,8162099,VOSLOORUS COMPREHENSIVE SECONDARY SCHOOL,28.209356667,-26.3589349997,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700046,EKUDIBENG,EKURHULENI SOUTH,ES_3,NKONDE,VOSLOORUS,BOKSBURG,BOKSBURG,"4221 MBATHA STREET, VOSLOORUS, BOKSBURG, 1475","12128, RUSLOO, 1475",0118638910,0118638541,NO,AD,5,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1211,39
700162107,2016,7,GP,ZIMELE PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918122,918122,99,NOT APPLICABLE,28.2046083331,-26.351731667,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700095,EKUDIBENG,EKURHULENI SOUTH,ES_3,MTHIMKHULU,VOSLOORUS,BOKSBURG,GERMISTON,"1152 HLOPHE, VOSLOORUS, BOKSBURG, 1475","12009, RUSLOO, 1475",0119061700,0119062403,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1035,27
700162156,2016,7,GP,PHINEAS XULU SECONDARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,DEPARTMENT OF EDUCATION AND TRAINING(DET),918161,918161,8162156,PHINEAS XULU SECONDARY SCHOOL,28.21088082,-26.33798497,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700095,EKUDIBENG,EKURHULENI SOUTH,ES_3,MALEKE,SOTHO SECTION,VOSLOORUS,BOKSBURG,"870 DIBETSO STREET, SOTHO SECTION, VOSLOORUS, 1475","P.O BOX, 12470, 1468",0110392169,0865969359,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,1190,37
700162214,2016,7,GP,ST MICHAEL'S PRIMARY SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.2551666666,-26.2213500002,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700032,EKUDIBENG,EKURHULENI SOUTH,ES_5,PRETORIUS,UNKOWN,BOKSBURG,BOKSBURG,"1 CNR. MONTAGU STREET AND ELOFF STREET, , BOKSBURG,","PO BOX 2341, BOKSBURG, 1460",0119172271,0119172186,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,12/31/1899,NO,0,URBAN,NO,YES,NO,407,14
700162271,2016,7,GP,MAMPUDI PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.194251,-26.326853,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700044,EKUDIBENG,EKURHULENI SOUTH,ES_3,LEBINA,PONONG,VOSLOORUS,BOKSBURG,"407 LESIKA, PONONG, VOSLOORUS, 1475","PO BIX 22431, SPRUITVIEW, 1425",0118667496,0118667497,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,2350,51
700162347,2016,7,GP,PHUMULA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,NEW EDUCATION DEPARTMENT,918220,918220,99,NOT APPLICABLE,28.196575,-26.320688,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700041,EKUDIBENG,EKURHULENI SOUTH,ES_3,SAMBO,PHUMULA EXT. 21,ROODEKOP,GERMISTON,"4413 LUVUYO, PHUMULA EXT. 21, ROODEKOP, 1438","P.O. BOX 20109, SPRUITVIEW, 1425",0102340724,0865247889,YES,ACD,3,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,2037,49
700162420,2016,7,GP,ORHOVELANI EDUCATION CENTRE,OPEN,INDEPENDENT,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,NEW EDUCATION DEPARTMENT,99,99,99,NOT APPLICABLE,28.190848,-26.360051,GISSource,UNKNOWN,EKURHULENI METROPOLITAN MUNICIPALITY,EKURHULENI METROPOLITAN MUNICIPALITY,79700047,EKUDIBENG,EKURHULENI SOUTH,ES_3,NKUNA,UNKOWN,VOSLOORUS,BOKSBURG,"935 MOLOKOMME STREET, , VOSLOORUS,","PO BOX 12558, RUSLOO, 1468",0119065964,0119065964,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,12/31/1899,NO,0,URBAN,NO,NO,NO,224,15
700210013,2016,7,GP,ONVERWACHT PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF REPRESENTATIVES(HOR),901041,901041,99,NOT APPLICABLE,28.649163333,-25.8033783337,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900102,TSHWAGA,GAUTENG NORTH,GN_2,MARAIS,ONVERWACHT,CULLINAN,PRETORIA,"0134 STAND, ONVERWACHT, CULLINAN, 1000","P.O BOX 324, CULLINAN, 1000",0127320489,0127320489,YES,ACD,1,N,NOT APPLICABLE,12/31/1899,YES,1177,URBAN,NO,YES,NO,667,17
700210021,2016,7,GP,BRONKHORSTSPRUIT PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),901006,901006,99,NOT APPLICABLE,28.710772,-25.808736,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900102,TSHWAGA,GAUTENG NORTH,GN_1,GROBBELAAR,RIAMAR PARK,RIAMAR PARK,BRONKHORSTSPRUIT,"365 CNR VERBENA & MADELIEFIE STR, RIAMAR PARK, RIAMAR PARK, 1020","PO BOX 1324, BRONKHORSTSPRUIT, 1020",0139320160,0139351226,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,1177,36
700210047,2016,7,GP,BROOKLYN PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),904188,904188,99,NOT APPLICABLE,28.2433069,-25.76444336,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900056,TSHWAGA,TSHWANE SOUTH,TS_3,NEL,BROOKLYN,BROOKLYN,PRETORIA,"279 MURRAY STREET, BROOKLYN, BROOKLYN, 0181","35712, MENLO PARK, 0102",0124603238,0124608884,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,970,40
700210062,2016,7,GP,CULTURA HIGH SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),901010,901010,8210062,CULTURA HIGH SCHOOL,28.73908523,-25.8247933,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900105,TSHWAGA,GAUTENG NORTH,GN_1,ELS,CULTURA PARK,BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,"1 NAN HUA ROAD, CULTURA PARK, BRONKHORSTSPRUIT, 1020","P O BOX 1752, BRONKHORSTSPRUIT, 1020",0139310016,0139310196,YES,ACD,4,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,693,27
700210070,2016,7,GP,CVO SKOOL PRETORIA,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,INDEPENDENT,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),99,99,99,NOT APPLICABLE,28.37036357,-25.80269644,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900091,TSHWAGA,GAUTENG NORTH,GN_3,VAN ROOYEN,VANGEDEELTEJR,ZWAVELPOORT,BRONKHORSTSPRUIT,"373 VAN GEDEELTE, , ZWAVELPOORT,","75385, LYNNRIDGE MALL, 0040",0836366070,0866177943,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,12/31/1899,NO,0,URBAN,NO,YES,NO,162,25
700210096,2016,7,GP,GEKOMBINEERDE SKOOL CULLINAN,OPEN,PUBLIC,ORDINARY SCHOOL,COMBINED SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),901015,901015,8210096,GEKOMBINEERDE SKOOL CULLINAN,28.523584,-25.678019,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900100,TSHWAGA,GAUTENG NORTH,GN_3,SWART,CULLINAN,CULLINAN,CULLINAN,"00 ZONDERWATER ROAD, CULLINAN, CULLINAN, 1000","P/BAG X1009, CULLINAN, 1000",0127341019,0127340122,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,989,52
700210120,2016,7,GP,GLENSTANTIA PRIMARY SCHOOL,OPEN,PUBLIC,ORDINARY SCHOOL,PRIMARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),904036,904036,99,NOT APPLICABLE,28.28502893,-25.79866276,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900046,TSHWAGA,TSHWANE SOUTH,TS_3,PRETORIUS,CONSTANTIA PARK,PRETORIA,PRETORIA,"1 ANTON VAN WOUW STREET, CONSTANTIA PARK, PRETORIA, 0010","POBOX 33383, GLENSTANTIA, 0010",0129986116,0865620254,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,1450,58
700210138,2016,7,GP,HATFIELD CHRISTIAN SCHOOL,OPEN,INDEPENDENT,ORDINARY SCHOOL,COMBINED SCHOOL,Comprehensive,INDEPENDENT,PRIVATE,PRIVATE,HOUSE OF ASSEMBLY(HOA),99,99,99,NOT APPLICABLE,28.27683056,-25.79822767,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900046,TSHWAGA,TSHWANE SOUTH,TS_3,HOLLOWAY,UNKOWN,WATERKLOOF GLEN,PRETORIA,"200 COROBAY AVENUE, , WATERKLOOF GLEN,","33760, GLENSTANTIA, 0010",0123611182,0123489385,NO,NOT APPLICABLE,NOT APPLICABLE,N,NOT APPLICABLE,12/31/1899,NO,0,URBAN,NO,NO,NO,726,61
700210153,2016,7,GP,HOËRSKOOL DIE WILGERS,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),904040,904040,8210153,HOËRSKOOL DIE WILGERS,28.30421573,-25.76449517,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900046,TSHWAGA,TSHWANE SOUTH,TS_3,DE VOS,LYNNWOODRIF,TSHWANE,PRETORIA,"8 FRANKWEG, LYNNWOODRIF, TSHWANE, 0040","72648, LYNNWOODRIDGE, 0040",0128075229,0128072693,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,YES,YES,NO,571,33
700210161,2016,7,GP,HOËRSKOOL ELDORAIGNE,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),904041,904041,8210161,HOËRSKOOL ELDORAIGNE,28.14650789,-25.84267398,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900070,TSHWAGA,TSHWANE SOUTH,TS_1,PRINSLOO,ELDORAIGNE,CENTURION,PRETORIA,"26 CHRISTOPHERWEG, ELDORAIGNE, CENTURION, 0157","POSBUS 52224, WIERDAPARK, 0149",0126602066,0126542350,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,1516,83
700210179,2016,7,GP,HOËRSKOOL ERASMUS,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY SCHOOL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),901017,901017,8210179,HOËRSKOOL ERASMUS,28.73318909,-25.81264274,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900105,TSHWAGA,GAUTENG NORTH,GN_1,BOTES,BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,BRONKHORSTSPRUIT,"1 CATHY STREET, BRONKHORSTSPRUIT, BRONKHORSTSPRUIT, 1020","P.O. BOX 220, BRONKHORSTSPRUIT, 1020",0139320195,0139323083,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,675,39
700210187,2016,7,GP,HOËRSKOOL GARSFONTEIN,OPEN,PUBLIC,ORDINARY SCHOOL,SECONDARY SCHOOL,ORDINARY & TECHNICAL,PUBLIC,STATE,STATE,HOUSE OF ASSEMBLY(HOA),904043,904043,8210187,HOËRSKOOL GARSFONTEIN,28.30564499,-25.79715489,GISSource,UNKNOWN,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,CITY OF TSHWANE METROPOLITAN MUNICIPALITY,79900045,TSHWAGA,TSHWANE SOUTH,TS_3,BANTJES,GARSFONTEIN,GARSFONTEIN,PRETORIA,"1 ROLINA STREET, GARSFONTEIN, , 0042","90001, GARSFONTEIN, 0042",0129986096,0129986095,YES,ACD,5,N,NOT APPLICABLE,12/31/1899,NO,590,URBAN,NO,YES,NO,1790,89
